index,w1,w2,count1,count2,total1,total2,isDuplicate
,british,new zealander,162.0,9.0,842.0,842.0,0.0
4344.0,colonial theatre,colonial theater,3.0,1.0,21607.0,21607.0,1.0
355.0,va,va,5437.0,6613.0,374362.0,374362.0,1.0
,nv,mt,1.0,1.0,52.0,52.0,0.0
,"includes arts, entertainment and recreation (r); other service activities (s) of isic rev. 4.",preliminary data based on quarterly accounts.,2.0,15.0,68023.0,68023.0,0.0
,copper,specialty stores,1.0,9.0,505.0,505.0,0.0
,liechtenstein,sao tome and principe,368.0,368.0,73645.0,73645.0,0.0
,france,netherlands,7.0,1.0,73.0,73.0,0.0
4370.0,palace of arts  (bela bartók national concert hall),palace of arts (bela bartók national concert hall),2.0,1.0,21607.0,21607.0,1.0
,ken,tls,593.0,34.0,15736.0,15736.0,0.0
,"1,6,7","10,11",2.0,10.0,225363.0,225363.0,0.0
,ga,mn,1259.0,841.0,48722.0,48722.0,0.0
3571.0,bfa,bfa,14.0,1586.0,463231.0,463231.0,1.0
,barbados,saudi arabia,59.0,66.0,374362.0,374362.0,0.0
,z05,x02,33.0,33.0,2117.0,2117.0,0.0
,bosnia and herzegovina,spain,2.0,6645.0,129971.0,129971.0,0.0
,thailand,iraq,1.0,5.0,1518.0,1518.0,0.0
4510.0,crafts,craft classes,92.0,1.0,31212.0,31212.0,1.0
203.0,northern mariana islands,mp,5.0,34.0,374362.0,374362.0,1.0
,varies by country,2010,27.0,28.0,1518.0,1518.0,0.0
,mt scott-arleta,central beaverton,618.0,8.0,59853.0,59853.0,0.0
,i04,i03,18.0,19.0,1420.0,1420.0,0.0
,902,951,959.0,1166.0,59853.0,59853.0,0.0
,w21,641,2.0,879.0,59853.0,59853.0,0.0
,5,"6,7",475.0,17.0,191325.0,191325.0,0.0
,w portland park,madison south,250.0,932.0,73590.0,73590.0,0.0
1455.0,strategic development,strategic development,7.0,10923.0,165808.0,165808.0,1.0
,202,t09,52.0,54.0,11106.0,11106.0,0.0
621.0,cowan miller and lederman,cowan miller & lederman,1.0,5.0,374362.0,374362.0,1.0
,11,26,128.0,21.0,100048.0,100048.0,0.0
,adz,btcp,832.0,27.0,610676.0,610676.0,0.0
,austria,germany,221.0,250.0,8406.0,8406.0,0.0
,albania,malaysia,448.0,174.0,68023.0,68023.0,0.0
,ga,al,1.0,1.0,52.0,52.0,0.0
,services are specifically exempt by statute,fiscal intermediaries,11854.0,23.0,346018.0,346018.0,0.0
,yugoslavia,austria,2.0,1.0,20.0,20.0,0.0
,dominica,23,392.0,3.0,215337.0,215337.0,0.0
664.0,immigration associate,immigration associate,90.0,1.0,374362.0,374362.0,1.0
3597.0,ecu,ecu,14.0,2723.0,463231.0,463231.0,1.0
,mys,isr,134.0,135.0,21477.0,21477.0,0.0
,israel,sub-saharan africa (ida & ibrd countries),1519.0,1519.0,401016.0,401016.0,0.0
,apache/2.4.10 (unix) openssl/1.0.1k,lighttpd,1.0,1.0,1781.0,1781.0,0.0
700.0,management counsel,management counsel,6.0,2.0,374362.0,374362.0,1.0
4523.0,spiritual awareness and spiritual awareness events,spiritual awareness,1.0,1.0,31212.0,31212.0,1.0
,al,pi,5.0,3.0,161.0,161.0,0.0
,canada,e agana,427.0,1.0,1973.0,1973.0,0.0
,vulnerable populations2,fusai water and sanitation,28.0,198.0,779092.0,779092.0,0.0
,black_liquor,direct_use_of_geothermal_heat,4154.0,2436.0,1189482.0,1189482.0,0.0
,6,monaco,11.0,119.0,68023.0,68023.0,0.0
,in,ga,32.0,64.0,2720.0,2720.0,0.0
,united republic of tanzania: zanzibar,eritrea,26.0,26.0,9234.0,9234.0,0.0
,north coast,columbia valley,584.0,8103.0,129971.0,129971.0,0.0
,us,slovenia,62397.0,94.0,150930.0,150930.0,0.0
,"assault, simple",sex offenses,4525.0,494.0,64618.0,64618.0,0.0
,london,hamburg,18212.0,3131.0,125527.0,125527.0,0.0
,united rep. of tanzania,st. pierre-miquelon,3498.0,874.0,1189482.0,1189482.0,0.0
1349.0,shih tzu cross,shih-tzu cross,12.0,54.0,82545.0,82545.0,1.0
,r2z1,r1z1,33.0,33.0,2117.0,2117.0,0.0
,curaçao,montenegro,11.0,26.0,9234.0,9234.0,0.0
322.0,nv,nv,404.0,319.0,374362.0,374362.0,1.0
,800,911,493.0,788.0,61281.0,61281.0,0.0
,pet,alo,1.0,1.0,842.0,842.0,0.0
,czech republic,bahamas,770.0,390.0,68023.0,68023.0,0.0
1017.0,dogue de bordeaux,dogue de bordeaux,13.0,32.0,82545.0,82545.0,1.0
81.0,me,me,71.0,125.0,374362.0,374362.0,1.0
,ak,fl,32.0,48.0,2720.0,2720.0,0.0
,plus: taxes less subsidies on products,construction,3314.0,2751.0,61626.0,61626.0,0.0
,162,520,76.0,1300.0,82958.0,82958.0,0.0
,nio,lak,7185.0,1481.0,671205.0,671205.0,0.0
1474.0,aberdeenshire,aberdeen,187.0,3.0,50000.0,50000.0,1.0
,gu,ae,108.0,66.0,3324.0,3324.0,0.0
,south tabor,hayhurst,717.0,143.0,82958.0,82958.0,0.0
,health and social work,construction,4576.0,10851.0,225363.0,225363.0,0.0
,contribution to cinematic imagery award,bronze wrangler,1.0,2.0,331.0,331.0,0.0
,manufacturing,"wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants",10458.0,10822.0,225363.0,225363.0,0.0
,honorary césar,nocciola d'oro,1.0,1.0,331.0,331.0,0.0
,in,chicago,32.0,48.0,2720.0,2720.0,0.0
,e,g,16352.0,154752.0,324403.0,324403.0,0.0
,south carolina,ut,7779.0,7575.0,403984.0,403984.0,0.0
,chapelle-chambertin,malibu-newton canyon,11.0,12.0,150930.0,150930.0,0.0
,cols,balb,82197.0,78062.0,3313625.0,3313625.0,0.0
,goose hollow,buckman-west,681.0,1318.0,61497.0,61497.0,0.0
,610,981,1053.0,1051.0,70964.0,70964.0,0.0
,moving & storage,museum,26.0,139.0,198900.0,198900.0,0.0
764.0,pdte,pdte.,12.0,1.0,374362.0,374362.0,1.0
,a1050000006fmql,a1050000000utj9,123.0,3.0,4861.0,4861.0,0.0
,conflict zone (women),indigenous communities,8.0,126.0,779092.0,779092.0,0.0
4237.0,black/sable,sable/black,5.0,6.0,82545.0,82545.0,1.0
208.0,ne,ne,437.0,296.0,374362.0,374362.0,1.0
,other employer contributions,total additions,1.0,1.0,280.0,280.0,0.0
,30/07/2010,24/05/2013,45.0,45.0,8190.0,8190.0,0.0
,end,layer 3 down,30.0,178.0,1296.0,1296.0,0.0
,store,a104,1.0,2.0,198900.0,198900.0,0.0
,glen,19th,75825.0,91373.0,3313625.0,3313625.0,0.0
761.0,"pasricha & patel, llc","partner, pryor cashman llp",1.0,3.0,374362.0,374362.0,1.0
,boise,concordia,416.0,561.0,63279.0,63279.0,0.0
,jerez de la frontera,oyama,1.0,1.0,73.0,73.0,0.0
,aa,pw,1.0,1.0,3324.0,3324.0,0.0
,solomon islands,venezuela (bolivarian republic of),368.0,368.0,72485.0,72485.0,0.0
,5,bahamas,17.0,390.0,61626.0,61626.0,0.0
3768.0,marlborough,martinborough,1655.0,261.0,150930.0,150930.0,1.0
,plancheck,cancelled,16.0,1536.0,198900.0,198900.0,0.0
,timor-leste,kosovo,2690.0,1419.0,671205.0,671205.0,0.0
,antigua and barbuda,25,110.0,1.0,48269.0,48269.0,0.0
,equipment,availability,40130.0,48275.0,943111.0,943111.0,0.0
,cat (standard),category 1 pensioner,372.0,3.0,158026.0,158026.0,0.0
,16,21,34.0,77.0,191325.0,191325.0,0.0
3944.0,real estate/property management business services - other other/not classified,real estate/property management;business services - other;other/not classified,1.0,1.0,22000.0,22000.0,1.0
,sr,mx,223.0,5741.0,671205.0,671205.0,0.0
,reims,imola,1.0,1.0,73.0,73.0,0.0
,reoth,extsub,1.0,90.0,1518.0,1518.0,0.0
,armenia,ethiopia,26.0,26.0,9234.0,9234.0,0.0
,gambling,robbery,6.0,1281.0,73590.0,73590.0,0.0
,charmilles,estadio azteca,4.0,19.0,4572.0,4572.0,0.0
,annual plus,explorer,132.0,8246.0,649231.0,649231.0,0.0
,grade or quarry or fill or excavate,additions alterations or repairs,91.0,14663.0,198900.0,198900.0,0.0
,eurasia,australia,5014.0,550.0,18975.0,18975.0,0.0
,rape,larceny,258.0,28255.0,82958.0,82958.0,0.0
,buenos aires,quebec,1.0,1.0,73.0,73.0,0.0
,sousaphone,alto recorder,2.0,3.0,56194.0,56194.0,0.0
,"corporations, department of","traffic safety, office of",96.0,17.0,346018.0,346018.0,0.0
387.0,fl,fl,5751.0,6358.0,374362.0,374362.0,1.0
,ic.frm.bnks.zs,ic.frm.femo.zs,6.0,6.0,373.0,373.0,0.0
,e,eg,4278.0,3125.0,89830.0,89830.0,0.0
,q29framelovereact,q22langprofscala,2.0,1.0,452.0,452.0,0.0
,protein_altering_variant,stop_gained,9.0,1702.0,65188.0,65188.0,0.0
,start_lost&splice_region_variant,splice_region_variant&5_prime_utr_variant,2.0,15.0,65188.0,65188.0,0.0
4210.0,black & caramel,caramel/black,7.0,3.0,82545.0,82545.0,1.0
,frmt,ashb,238059.0,217260.0,9971582.0,9971582.0,0.0
,40,19,6.0,46.0,191325.0,191325.0,0.0
,chicago,chicago ridge,1.0,1.0,13.0,13.0,0.0
,samoa,mauritania,368.0,368.0,72485.0,72485.0,0.0
,w portland park,piedmont,172.0,492.0,59853.0,59853.0,0.0
4412.0,carnegie hall,carnegie chamber music hall at carnegie hall,6029.0,1.0,21607.0,21607.0,1.0
,livestock,dog,9.0,44242.0,78256.0,78256.0,0.0
,layer 1 up,layer 3 down,405.0,157.0,2314.0,2314.0,0.0
903.0,boxer cross,boxer cross,2.0,4.0,82545.0,82545.0,1.0
,vgb,ecu,632.0,15.0,59228.0,59228.0,0.0
,kolkata,bloemfontein,61.0,2.0,636.0,636.0,0.0
,southern metropolitan,south-eastern metropolitan,11836.0,1739.0,34857.0,34857.0,0.0
,bf,tg,611.0,455.0,151623.0,151623.0,0.0
,private households with employed persons,"crop and animal production, hunting and related service activities",767.0,894.0,61626.0,61626.0,0.0
,hldust,hldoth,1.0,1.0,11106.0,11106.0,0.0
,excludes financial intermediation services indirectly measured (fisim).,"chain-linked volume measures are presented in this table, thus discrepancies between components and total may exist.",1.0,2.0,68023.0,68023.0,0.0
,brentwd-darlngt,alameda,794.0,168.0,61281.0,61281.0,0.0
,nginx + phusion passenger,gse,4.0,49.0,1781.0,1781.0,0.0
,ecuador,norway,4.0,1.0,4572.0,4572.0,0.0
,rouen,okayama,1.0,1.0,73.0,73.0,0.0
,so,3t,251.0,130.0,151623.0,151623.0,0.0
,ar,me,17.0,6.0,910.0,910.0,0.0
,ks,fl,7145.0,1608.0,359836.0,359836.0,0.0
,ashw,national immunization survey,216.0,220.0,403984.0,403984.0,0.0
3581.0,sle,sle,14.0,1436.0,463231.0,463231.0,1.0
426.0,ks,ks,913.0,571.0,374362.0,374362.0,1.0
472.0,ak,ak,64.0,58.0,374362.0,374362.0,1.0
,ukraine,13,405.0,3.0,61626.0,61626.0,0.0
,retail sales,ambulance service,5079.0,4.0,198900.0,198900.0,0.0
,10f,06f,55785.0,7692.0,399918.0,399918.0,0.0
,luxembourg,maldives,1519.0,1519.0,401016.0,401016.0,0.0
4139.0,white/liver,liver/white,19.0,98.0,82545.0,82545.0,1.0
,andorra,germany,1.0,15.0,1973.0,1973.0,0.0
,"car, taxi and van drivers",firefighters,824.0,14.0,41544.0,41544.0,0.0
,"teacher credentialing, commission on","library, california state",124.0,247.0,346018.0,346018.0,0.0
,adventure-design-group,chicagojobs,1.0,3.0,5807.0,5807.0,0.0
,preliminary,actual,5.0,110.0,263.0,263.0,0.0
,ar,cr,320.0,1.0,85881.0,85881.0,0.0
,grant park,mt tabor,263.0,509.0,61281.0,61281.0,0.0
,clothing,services,32742.0,45140.0,671205.0,671205.0,0.0
,infousa; usda,usda national farmers' market directory,110.0,165.0,403984.0,403984.0,0.0
,q13empmeashackerrank,q26framelearnangularjs,1.0,2.0,452.0,452.0,0.0
,malaysian,american,2.0,39.0,208.0,208.0,0.0
,south sudan,argentina,305.0,8122.0,1189482.0,1189482.0,0.0
,cagliari,verona,3.0,4.0,4572.0,4572.0,0.0
,forgery,aggravated assault,1114.0,1737.0,61779.0,61779.0,0.0
,b-family,b-formula,4087.0,4443.0,667075.0,667075.0,0.0
,can,and,1.0,1.0,269.0,269.0,0.0
,cols,embr,247043.0,310151.0,9971582.0,9971582.0,0.0
,actor and dancer,illustrator,90.0,575.0,806179.0,806179.0,0.0
659.0,human resource assistant,human resources assistant,3.0,510.0,374362.0,374362.0,1.0
,luxembourg,budapest,657.0,2606.0,125527.0,125527.0,0.0
3857.0,advertising and pr servicesbusiness services - other,advertising and pr servicesbusiness services - otherother/not classified,9.0,11.0,22000.0,22000.0,1.0
,tha,chn,161.0,3875.0,59228.0,59228.0,0.0
,antigua and barbuda,guyana,11.0,3.0,59228.0,59228.0,0.0
,former czechoslovakia,barbados,21.0,46.0,9234.0,9234.0,0.0
,361,923,1.0,750.0,61281.0,61281.0,0.0
,oil_shale_oil_sands,aviation_gasoline,756.0,18171.0,1189482.0,1189482.0,0.0
,de,ie,1633.0,249.0,63465.0,63465.0,0.0
,open,approval,13530.0,2745.0,16330.0,16330.0,0.0
1780.0,pataca,pataca,284.0,157.0,48269.0,48269.0,1.0
,week,bi-weekly,58.0,1.0,374362.0,374362.0,0.0
386.0,fl,fl,6358.0,5751.0,374362.0,374362.0,1.0
,fuelwood,of_which_biogasoline,52032.0,2170.0,1189482.0,1189482.0,0.0
149.0,ar,ar,347.0,527.0,374362.0,374362.0,1.0
,poison,psychic,28.0,57.0,800.0,800.0,0.0
3658.0,walshe,walsh,62.0,5.0,34857.0,34857.0,1.0
4442.0,sud-ouest,sud-ouest,2.0,1.0,2772.0,2772.0,1.0
,vandalism,arson,5783.0,279.0,64618.0,64618.0,0.0
,magny cours,phoenix,1.0,1.0,73.0,73.0,0.0
,larceny,rape,28255.0,258.0,82958.0,82958.0,0.0
,cumming,gainesboro,4.0,1.0,24591.0,24591.0,0.0
,other,bachelor's,7707.0,92004.0,374362.0,374362.0,0.0
,tx,wi,28.0,20.0,558.0,558.0,0.0
,offenses against family,liquor laws,80.0,2320.0,73590.0,73590.0,0.0
,"electricity, gas, steam and air conditioning supply",plus: statistical discrepancy,1353.0,8.0,68023.0,68023.0,0.0
1096.0,griffin bruxellois,griffon bruxellois,15.0,4.0,82545.0,82545.0,1.0
,kiribati,sierra leone,412.0,405.0,81106.0,81106.0,0.0
,general government final consumption expenditure,changes in inventories,9188.0,6958.0,80583.0,80583.0,0.0
,burglary,disorderly conduct,4202.0,3836.0,64618.0,64618.0,0.0
,kuwait,niger,46.0,46.0,9234.0,9234.0,0.0
,azerbaijan,ethiopia,18.0,44.0,374362.0,374362.0,0.0
,republic of korea,inarajan,6.0,1.0,1973.0,1973.0,0.0
,macedonia,greece,4.0,31.0,374362.0,374362.0,0.0
,11,fiji,14.0,985.0,215337.0,215337.0,0.0
,brazil,argentina,52.0,3800.0,129971.0,129971.0,0.0
,id,hn,6214.0,6557.0,671205.0,671205.0,0.0
,mining and quarrying,public administration and defence; compulsory social security,1205.0,1172.0,68023.0,68023.0,0.0
,hr,am,141.0,2.0,85881.0,85881.0,0.0
,rhode island,ia,60.0,389.0,21112.0,21112.0,0.0
,togo,somalia,6.0,1.0,2772.0,2772.0,0.0
,argay,cully,863.0,1807.0,82958.0,82958.0,0.0
,"ice cream, gelato, yogurt, ices",thai,3082.0,5525.0,399918.0,399918.0,0.0
,w portland park,grant park,204.0,245.0,64618.0,64618.0,0.0
,colonia,barranquilla uberblack,5.0,88.0,90287.0,90287.0,0.0
,cze,rus,1.0,1.0,269.0,269.0,0.0
,or,ga,14599.0,35580.0,943111.0,943111.0,0.0
,swimming pool,school,6.0,748.0,198900.0,198900.0,0.0
,weapons,offenses against family,329.0,46.0,61497.0,61497.0,0.0
,5r,ru,2.0,1880.0,151623.0,151623.0,0.0
,kyrgyz republic,niger,1.0,1.0,269.0,269.0,0.0
,los angeles county,pa,16.0,48.0,2720.0,2720.0,0.0
,ukr,pri,1.0,1.0,269.0,269.0,0.0
730.0,outside immigration counsel,outside immigration counsel,48.0,1.0,374362.0,374362.0,1.0
4056.0,brown/black,brown & black,133.0,78.0,82545.0,82545.0,1.0
4360.0,lyric theatre,lyric theater,61.0,1.0,21607.0,21607.0,1.0
,belize,greece,7.0,134.0,374362.0,374362.0,0.0
237.0,tn,tn,598.0,1006.0,374362.0,374362.0,1.0
1193.0,maremma sheepdog,maremma sheep dog,52.0,60.0,82545.0,82545.0,1.0
,electricity_gas_and_water_supply,plus_taxes_less_subsidies_on_products,10412.0,10205.0,223379.0,223379.0,0.0
660.0,immigration counsel,immigration counsel,1423.0,17.0,374362.0,374362.0,1.0
4408.0,poli theater,poli's theatre,1.0,1.0,21607.0,21607.0,1.0
,"equipment, electrical","equipment, telecommunications",4600.0,848.0,151623.0,151623.0,0.0
,china,hungary,1.0,1.0,73.0,73.0,0.0
,pescara grand prix,south african grand prix,1.0,23.0,997.0,997.0,0.0
,manufacturing_mining_and_quarrying_and_other_industrial_activities,manufacturing,2646.0,2652.0,61626.0,61626.0,0.0
,"assault, simple",prostitution,3935.0,147.0,61497.0,61497.0,0.0
,pa,ny,64.0,112.0,2720.0,2720.0,0.0
,brazil,spain,2.0,1.0,20.0,20.0,0.0
,"2,61","10,60",1.0,1.0,595971.0,595971.0,0.0
,m202,cu-2,2.0,1.0,198900.0,198900.0,0.0
,hungary,poland,198.0,191.0,8406.0,8406.0,0.0
,r3w1,r1y1,33.0,33.0,2117.0,2117.0,0.0
,arab world,least developed countries: un classification,1.0,1.0,269.0,269.0,0.0
,"other building unit (e.g. cave, boat)",duplex,2.0,1084.0,41544.0,41544.0,0.0
,642,690,1196.0,1903.0,64618.0,64618.0,0.0
,sweden,comoros,287.0,54.0,151623.0,151623.0,0.0
,water,poison,14.0,34.0,800.0,800.0,0.0
,medical equipment and accessories and supplies,industrial production and manufacturing services,16491.0,2724.0,346018.0,346018.0,0.0
,set,#null!,1515.0,163.0,25090.0,25090.0,0.0
,category 2,dog -  breeder/vca registered,1058.0,59.0,158026.0,158026.0,0.0
,"22,33","1,5",2.0,3.0,225363.0,225363.0,0.0
,offenses against family,vandalism,50.0,4910.0,61281.0,61281.0,0.0
3760.0,lemnos,limnos,1.0,1.0,150930.0,150930.0,1.0
,lafy,dbrk,1.0,1.0,46.0,46.0,0.0
521.0,associate,associate,82.0,4075.0,374362.0,374362.0,1.0
,woak,ncon,69032.0,43040.0,3313625.0,3313625.0,0.0
,sau,bhr,327.0,67.0,59228.0,59228.0,0.0
3943.0,"chicago, il 60606","chicago, il",2.0,9.0,22000.0,22000.0,1.0
,mitchell shire council,boroondara city council,20.0,3675.0,34857.0,34857.0,0.0
,subfamily,subclass,3720.0,132.0,513373.0,513373.0,0.0
58.0,ga,ga,8811.0,3703.0,374362.0,374362.0,1.0
444.0,new mexico,nm,451.0,366.0,374362.0,374362.0,1.0
,q9currentrole,q13empmeaswhiteboard,20.0,1.0,452.0,452.0,0.0
,côtes de gascogne,moulis,198.0,1.0,129971.0,129971.0,0.0
,the-montauk-group-meetup,zorkasnyc-service-businesses-entrepreneurs,50.0,13.0,5807.0,5807.0,0.0
,foster-powell,gresham - north gresham,875.0,10.0,64618.0,64618.0,0.0
,y11a,x05,3.0,33.0,2117.0,2117.0,0.0
,pa,nj,15.0,15.0,626.0,626.0,0.0
,% in us equities,other inv. expense,1.0,1.0,280.0,280.0,0.0
784.0,representative,representative,1514.0,13.0,374362.0,374362.0,1.0
4321.0,vocational education teachers postsecondary,"vocational education teachers, postsecondary",5.0,31.0,374362.0,374362.0,1.0
,gresham - a.s.e.r.t.,sumner,3.0,234.0,61779.0,61779.0,0.0
,116,580,1.0,1208.0,73590.0,73590.0,0.0
,syc,fra,1.0,1.0,269.0,269.0,0.0
,shizuoka stadium ecopa,loftus versfeld stadium,3.0,6.0,4572.0,4572.0,0.0
,ml,ci,6639.0,1.0,671205.0,671205.0,0.0
,x12b,r3y2,1.0,33.0,2117.0,2117.0,0.0
,costa rica,angola,414.0,414.0,80583.0,80583.0,0.0
,special project bu,storm sweeping,755.0,20.0,564403.0,564403.0,0.0
,robbery,curfew,900.0,32.0,61281.0,61281.0,0.0
,patent_fuel,thermal_electricity,3235.0,5489.0,1189482.0,1189482.0,0.0
,npaw16_0,cvd8_0,110.0,55.0,403984.0,403984.0,0.0
,ghost,normal,14.0,4.0,801.0,801.0,0.0
,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,1074.0,1074.0,8406.0,8406.0,0.0
,w01,x09,33.0,33.0,2150.0,2150.0,0.0
,professional_scientific_technical_administrative_and_support_service_activities,private_households_with_employed_persons,2809.0,786.0,68023.0,68023.0,0.0
,sonoma,central valley,11258.0,1115.0,150930.0,150930.0,0.0
,citizens redistricting commission,"fair employment and housing, department of",1.0,772.0,346018.0,346018.0,0.0
,224,027d,9.0,7.0,198900.0,198900.0,0.0
,the-nyc-business-networking-group,young-professionals-of-chicago,2.0,4.0,5807.0,5807.0,0.0
,hi,north dakota,92.0,121.0,21112.0,21112.0,0.0
,ca-dvbe ca-mb ca-sb cdvbe dbe sb,ca-sb ca-sbe mbe mosb wbe wosb,10.0,1.0,346018.0,346018.0,0.0
,manufactured home (mobile home) manufacturing,septic tank and related services,1.0,1.0,374362.0,374362.0,0.0
,k.2,k.1,2746.0,9064.0,215337.0,215337.0,0.0
,inception year,refunds/withdrawals,1.0,1.0,280.0,280.0,0.0
,sweden,hungary,1119.0,755.0,68023.0,68023.0,0.0
,roseway,hosfrd-abrnethy,512.0,756.0,59853.0,59853.0,0.0
,robbery,rape,902.0,205.0,61779.0,61779.0,0.0
,24/05/2013,30/07/2010,45.0,45.0,8190.0,8190.0,0.0
,gross_domestic_product_gdp,imports_of_goods_and_services,9234.0,9192.0,80583.0,80583.0,0.0
,ct,lc,1.0,29.0,24957.0,24957.0,0.0
,al,et,1352.0,1250.0,151623.0,151623.0,0.0
4007.0,brown & silver,brown/silver,1.0,3.0,82545.0,82545.0,1.0
153.0,ca,ca,21534.0,36103.0,374362.0,374362.0,1.0
,number of months,thousands of units,3.0,287.0,11106.0,11106.0,0.0
,nicaragua,ireland,15.0,14827.0,515738.0,515738.0,0.0
,forest park,gresham - hollybrook,118.0,1.0,61281.0,61281.0,0.0
,espadeiro,forcallà,1.0,1.0,150930.0,150930.0,0.0
,macedonia/yugoslavia (former),bosnia and herzegovina/yugoslavia (former),1.0,128.0,1518.0,1518.0,0.0
,pitt,ftvl,76346.0,86874.0,3313625.0,3313625.0,0.0
,ut,az,13.0,10.0,910.0,910.0,0.0
,closed,active,10.0,56.0,72.0,72.0,0.0
,balance_of_payments_reserves_and_related_items,production,60230.0,7905.0,884244.0,884244.0,0.0
,e_eoth,e_total,3.0,45.0,11106.0,11106.0,0.0
267.0,ca,ca,42366.0,51127.0,374362.0,374362.0,1.0
,lt,pr,21.0,99.0,2483304.0,2483304.0,0.0
,fishing_and_aquaculture_03,public_administration_and_defence_education_human_health_and_social_work_activities_o_p_q,5751.0,6285.0,320551.0,320551.0,0.0
,palau,former sudan,46.0,38.0,9234.0,9234.0,0.0
9.0,hr,hour,726.0,7619.0,374362.0,374362.0,1.0
,gambling,duii,1.0,1970.0,63279.0,63279.0,0.0
,turks and caicos islands,new caledonia,368.0,368.0,73645.0,73645.0,0.0
541.0,attorney for petitioner,attorney for petitioner,39.0,50.0,374362.0,374362.0,1.0
,901,590,1263.0,1115.0,70964.0,70964.0,0.0
,household_consumption_expenditure_including_non_profit_institutions_serving_households,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,9043.0,9043.0,79422.0,79422.0,0.0
,hp4,952,4.0,1558.0,80256.0,80256.0,0.0
,united arab emirates,united states,414.0,414.0,80583.0,80583.0,0.0
,pt,to,364.0,167.0,151623.0,151623.0,0.0
,fishing and aquaculture (03),human health and social work activities (q),5735.0,11512.0,320551.0,320551.0,0.0
,fairfax,cincinnati,16.0,16.0,2720.0,2720.0,0.0
1456.0,remote violence,remote violence,10456.0,30.0,165808.0,165808.0,1.0
,x11,r1x6,33.0,33.0,2117.0,2117.0,0.0
,ind,jey;gbr,3.0,1.0,2031.0,2031.0,0.0
,australia,yemen,201.0,7.0,374362.0,374362.0,0.0
,red blend,veltliner,10062.0,2.0,150930.0,150930.0,0.0
1194.0,maremma sheep dog x,maremma sheepdog x,18.0,8.0,82545.0,82545.0,1.0
,mozambique,ukraine,1044.0,392.0,68023.0,68023.0,0.0
,red,chocolate,3.0,6.0,29421.0,29421.0,0.0
,mv,ml,140.0,837.0,151623.0,151623.0,0.0
,352,742,2.0,803.0,63279.0,63279.0,0.0
,private_households_with_employed_persons,real_estate_renting_and_business_activities,5226.0,6045.0,225363.0,225363.0,0.0
,md,me,6.0,15.0,626.0,626.0,0.0
,rape,forgery,214.0,935.0,59853.0,59853.0,0.0
,timor-leste,myanmar,13.0,15.0,2772.0,2772.0,0.0
,uzb,inx,1.0,1.0,269.0,269.0,0.0
,morocco,guinea-bissau,414.0,414.0,79422.0,79422.0,0.0
,chad,ethiopia [from 1993],289.0,344.0,215337.0,215337.0,0.0
,tx,la,1440.0,329.0,21112.0,21112.0,0.0
,co,ky,945.0,492.0,48722.0,48722.0,0.0
,la,north dakota,96.0,32.0,2720.0,2720.0,0.0
,langhorne creek,napa valley-paso robles,86.0,1.0,150930.0,150930.0,0.0
3767.0,alenteo,alentejo,2.0,148.0,150930.0,150930.0,1.0
,r2x3,r4x1,33.0,33.0,2117.0,2117.0,0.0
,grass,ground,78.0,32.0,801.0,801.0,0.0
,az,wy,24.0,24.0,1224.0,1224.0,0.0
,croatia,malta,178.0,179.0,8406.0,8406.0,0.0
,vir,sle,16.0,3.0,59228.0,59228.0,0.0
,r3x1,r2z2,33.0,33.0,2117.0,2117.0,0.0
1.0,"chicago, il",chicago,1.0,2305.0,5807.0,5807.0,1.0
924.0,bull terrier cross,bull terrier cross,4.0,1.0,82545.0,82545.0,1.0
,nigeria,egypt,12253.0,9290.0,165808.0,165808.0,0.0
,inter,interintra,63.0,206.0,1518.0,1518.0,0.0
241.0,ut,ut,377.0,540.0,374362.0,374362.0,1.0
,n,a,4033.0,55202.0,374362.0,374362.0,0.0
4327.0,"computer occupations, all other*","computer occupations, all other",66.0,1554.0,374362.0,374362.0,1.0
,hnd,hti,166.0,122.0,15736.0,15736.0,0.0
,hungary,slovenia,14.0,3.0,4572.0,4572.0,0.0
,stumped,caught,243.0,4373.0,150460.0,150460.0,0.0
,au,ca,1880.0,3736.0,108129.0,108129.0,0.0
4159.0,apricot/cream,apricot & cream,13.0,15.0,82545.0,82545.0,1.0
,transportation_and_storage_h,construction_f,12415.0,14312.0,320551.0,320551.0,0.0
,payroll note.,arc note,14.0,2.0,2720.0,2720.0,0.0
,16/04/2010,01/04/2011,45.0,45.0,8190.0,8190.0,0.0
,nv,philadelphia,32.0,16.0,2720.0,2720.0,0.0
,jail,wholesale sales,6.0,27.0,198900.0,198900.0,0.0
4274.0,sandy brown,sandy/brown,2.0,2.0,82545.0,82545.0,1.0
4286.0,beige/cream,beige & cream,3.0,1.0,82545.0,82545.0,1.0
,y,n,1810.0,181.0,374362.0,374362.0,0.0
,citrus bowl,eyravallen,5.0,1.0,4572.0,4572.0,0.0
,zambia,malawi,784.0,1320.0,671205.0,671205.0,0.0
,bulgaria,somalia,368.0,368.0,72485.0,72485.0,0.0
