,w1,w2,ground_truth,prediction
1811,primitivo del tarantino,paso robles highlands district,0.0,0.0
1812,x08,z08,0.0,0.0
1813,"chicago, il","chicago, il 60606",1.0,1.0
1814,orh4_2,alc4_0,0.0,0.0
1815,verona,sandviken,0.0,0.0
1816,822,730,0.0,0.0
1817,burundi,turkmenistan,0.0,0.0
1818,imports_of_goods,final_consumption_expenditure,0.0,0.0
1819,jack russell terrier x,jack russell terrierx,1.0,1.0
1820,sabin,raleigh west,0.0,0.0
1821,aruba,barbados,0.0,0.0
1822,layer 2 up,layer 3 down,0.0,0.0
1823,botswana,madagascar,0.0,0.0
1824,phoenix,alaska,0.0,0.0
1825,retailadvertising and pr servicesrestaurant/food services,retail; advertising and pr services; restaurant/food services,1.0,1.0
1826,new hampshire,district of columbia,0.0,0.0
1827,beaumont-wilshr,hayden island,0.0,0.0
1828,or,ct,0.0,0.0
1829,jamaica,trinidad and tobago,0.0,0.0
1830,mongolia,benin,0.0,0.0
1831,british virgin islands,cuba,0.0,0.0
1832,seychelles,kuwait,0.0,0.0
1833,anguilla,zambia,0.0,0.0
1834,ct,connecticut,1.0,1.0
1835,madrid,suzuka,0.0,0.0
1836,uzb,bdi,0.0,0.0
1837,manufacturing - otherengineering services,manufacturing - other;engineering services,1.0,1.0
1838,b.8g,b.6n,0.0,0.0
1839,city of prospect,mitcham,0.0,0.0
1840,retail reits,fertilizers & agricultural chemicals,0.0,0.0
1841,23,guatemala,0.0,0.0
1842,bridlemile,university park,0.0,0.0
1843,or,mt,0.0,0.0
1844,"3,3","6,9",0.0,0.0
1845,dalmatian,dalmation,1.0,1.0
1846,arson,weapons,0.0,0.0
1847,samoyed cross,samoyed cross,1.0,1.0
1848,number portability (keeping your number if you change providers),robocalls,0.0,0.0
1849,catch record,specimen,0.0,0.0
1850,layer 2 down,end,0.0,0.0
1851,united arab emirates,moldova,0.0,0.0
1852,biscuit & white,biscuit/white,1.0,1.0
1853,sbrn,sanl,0.0,0.0
1854,crude prevalence,mean,0.0,0.0
1855,sawmill and woodworking machinery manufacturing,battery manufacturing,0.0,0.0
1856,less_gross_capital_formation,less_consumption_of_fixed_capital,0.0,0.0
1857,swaziland,armenia,0.0,0.0
1858,630,116,0.0,0.0
1859,national defense and public order and security and safety services,organizations and clubs,0.0,0.0
1860,greece,yemen arab republic [former],0.0,0.0
1861,lifting truck operators,choreographers and dancers,0.0,0.0
1862,npr,yer,0.0,0.0
1863,uk,switzerland,0.0,0.0
1864,nh,ky,0.0,0.0
1865,angola,germany fr,0.0,0.0
1866,sd,south dakota,1.0,0.0
1867,telecommunications services advertising and pr services business services - other,telecommunications servicesadvertising and pr servicesbusiness services - other,1.0,1.0
1868,sellwd-moreland,bridgeton,0.0,0.0
1869,tn,tennessee,1.0,0.0
1870,education,"recreation, culture and religion",0.0,0.0
1871,jacquez,vespolina,0.0,0.0
1872,frankston city council,maribyrnong city council,0.0,0.0
1873,cathedral park,brooklyn,0.0,0.0
1874,peru,mali,0.0,0.0
1875,sunnyside,kenton,0.0,0.0
1876,propertyau,property,1.0,1.0
1877,less: subsidies on products,wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,0.0
1878,technical assistance (non-lending),gefsec recipent executed,0.0,0.0
1879,% in all bonds,other inv. income,0.0,0.0
1880,somalia,burkina faso,0.0,0.0
1881,plus: taxes less subsidies on products,"arts, entertainment and recreation",0.0,0.0
1882,saint-péray,valle d'aosta,0.0,0.0
1883,saudi arabia,taiwan,0.0,0.0
1884,fiber,dsl,0.0,0.0
1885,phl,zwe,0.0,0.0
1886,east asia & pacific (ida & ibrd countries),south africa,0.0,0.0
1887,grenoble,friendsville,0.0,0.0
1888,nebraska,maryland,0.0,0.0
1889,local_10,local_05,0.0,0.0
1890,kidnap,sex offenses,0.0,0.0
1891,us,co,0.0,0.0
1892,benin,niger,0.0,0.0
1893,o,b-no class,0.0,0.0
1894,denmark,2,0.0,0.0
1895,4a,ml,0.0,0.0
1896,median,percapalc,0.0,0.0
1897,armory,the armory,1.0,1.0
1898,sint maarten (dutch part),norway,0.0,0.0
1899,financial_intermediation,other_community_social_and_personal_services,0.0,0.0
1900,new caledonia,the former yugoslav republic of macedonia,0.0,0.0
1901,laos,singapore,0.0,0.0
1902,australian,ethiopian,0.0,0.0
1903,grey & brown & white,white & brown & grey,1.0,1.0
1904,wv,west virginia,1.0,0.0
1905,923,742,0.0,0.0
1906,single family,two or more nonrelated persons/members,0.0,0.0
1907,cramming (unauthorized charges on your phone bill),other,0.0,0.0
1908,associate council,associate counsel,1.0,0.0
1909,rear unit,parcel b,0.0,0.0
1910,oklahoma,vermont,0.0,0.0
1911,mi,michigan,1.0,1.0
1912,cast,sbrn,0.0,0.0
1913,wilkes,hayden island,0.0,0.0
1914,ojai,pompano beach,0.0,0.0
1915,zet,orb,0.0,0.0
1916,941,560,0.0,0.0
1917,hayden island,wilkes,0.0,0.0
1918,gmf,costa rica,0.0,0.0
1919,ca,in,0.0,0.0
1920,quito cabify executive,quito cabify lite,0.0,0.0
1921,west midlands (region),west midlands,1.0,1.0
1922,zimbabwe,timor-leste,0.0,0.0
1923,wy,ok,0.0,0.0
1924,spain,united states,0.0,0.0
1925,oh,ohio,1.0,1.0
1926,pets & animals,parents & family,0.0,0.0
1927,illinois,minnesota,0.0,0.0
1928,level 1 developer (junior),founder / ceo / cto,0.0,0.0
1929,72,49,0.0,0.0
1930,"atlanta, ga 30301","atlanta, ga",1.0,1.0
1931,business in a box,underserved,0.0,0.0
1932,denmark,slovenia,0.0,0.0
1933,colonial theater,colonial theatre,1.0,1.0
1934,civc,mlbr,0.0,0.0
1935,illinois,il,1.0,1.0
1936,hp1,841,0.0,0.0
1937,bosnia and herzegovina,mozambique,0.0,0.0
1938,24th,glen,0.0,0.0
1939,comml-2,middle,0.0,0.0
1940,oita,reims,0.0,0.0
1941,"highway patrol, california","transportation, department of",0.0,0.0
1942,washington,indiana,0.0,0.0
1943,"partner, baird holm llp",partner of the firm,1.0,1.0
1944,restaurant/food services;food and beverage production;other/not classified,restaurant/food servicesfood and beverage productionother/not classified,1.0,1.0
1945,azerbaijan,armenia,0.0,0.0
1946,ecuador,syrian arab republic,0.0,0.0
1947,hp1,641,0.0,0.0
1948,woak,24th,0.0,0.0
1949,video artist,sing-along,0.0,0.0
1950,imp,cea,0.0,0.0
1951,ireland/united kingdom/(northern ireland),georgia/ossetia,0.0,0.0
1952,001,199,0.0,0.0
1953,uruguay,croatia,0.0,0.0
1954,belly dance,belly dance lessons,1.0,1.0
1955,montana,nevada,0.0,0.0
1956,nga,tls,0.0,0.0
1957,immigration shareholder,immigration shareholder,1.0,1.0
1958,vermont,vt,1.0,0.0
1959,indiana,michigan,0.0,0.0
1960,not applicable,dry cleaners,0.0,0.0
1961,local_05,local_03,0.0,0.0
1962,mayaquez,mayaguez,1.0,1.0
1963,layer 3 up,end,0.0,0.0
1964,west of twin peaks,twin peaks,0.0,0.0
1965,montana,south dakota,0.0,0.0
1966,03f,08a,0.0,0.0
1967,maremma sheepdog x,maremma sheep dog x,1.0,1.0
1968,"7,17","9,16",0.0,0.0
1969,04j,10d,0.0,0.0
1970,east london,visakhapatnam,0.0,0.0
1971,armenia/azerbaijan/nagorno-karabakh,mozambique,0.0,0.0
1972,category 2,dog (new),0.0,0.0
1973,in,rvtot,0.0,0.0
1974,kuwait,seychelles,0.0,0.0
1975,kerns,gresham - powell valley,0.0,0.0
1976,calorie posting / compliance inspection,calorie posting / re-inspection,0.0,1.0
1977,expense_net,expense_lumpsumbenefits,0.0,0.0
1978,pl,no,0.0,0.0
1979,it,me,0.0,0.0
1980,cym;hnd,vgb;lbn,0.0,0.0
1981,erotic writing,erotic literature,1.0,1.0
1982,q22langprofhaskell,q26framelearnspring,0.0,0.0
1983,pkr,usd,0.0,0.0
1984,y14,z07,0.0,0.0
1985,muzla,pfalz,0.0,0.0
1986,me,maine,1.0,0.0
1987,food,well digging,0.0,0.0
1988,265,237,0.0,0.0
1989,american sign language,american sign language classes,1.0,1.0
1990,"iran, islamic republic of",qatar,0.0,0.0
1991,california,abu dhabi,0.0,0.0
1992,staffordshire bull terrier cross,staffordshire bull terrier cross,1.0,1.0
1993,goose hollow,reed,0.0,0.0
1994,zmb,zmb,1.0,1.0
1995,guam,gu,1.0,1.0
1996,jordan,namibia,0.0,0.0
1997,fj,uk,0.0,0.0
1998,ghana,mexico,0.0,0.0
1999,disorderly conduct,homicide,0.0,0.0
2000,viura-verdejo,port,0.0,0.0
2001,aerospace,homeland security,0.0,0.0
2002,can,bmu;deu;che;usa,0.0,0.0
2003,südsteiermark,südoststeiermark,1.0,1.0
2004,virginia,north carolina,0.0,0.0
2005,kir,gib,0.0,0.0
2006,district of columbia,kansas,0.0,0.0
2007,manufacturing - other;food and beverage production,manufacturing - otherfood and beverage production,1.0,1.0
2008,financial and insurance activities,"public administration and defence, education, human health and social work activities",0.0,0.0
2009,wilkes,irvington,0.0,0.0
2010,general_government_final_consumption_expenditure,imports_of_goods_and_services,0.0,0.0
2011,violence against civilians,violence against civilians,1.0,1.0
2012,luxembourg,czech republic,0.0,0.0
2013,malta,20,0.0,0.0
2014,retailmanagement consulting servicesbusiness services - other,retail management consulting services business services - other,1.0,1.0
2015,michigan,achaia,0.0,0.0
2016,disorderly conduct,forgery,0.0,0.0
2017,litas,litas,1.0,1.0
2018,tag,condition,0.0,0.0
2019,u,u,1.0,1.0
2020,emergency acquisition for the protection of the public,interagency agreement,0.0,0.0
2021,aggravated assault,burglary,0.0,0.0
2022,texas,minnesota,0.0,0.0
2023,de,delaware,1.0,1.0
2024,montgomery county,utah,0.0,0.0
2025,kaz,chn,0.0,0.0
2026,myanmar,qatar,0.0,0.0
2027,cri;imn,bmu;vgb;chn,0.0,0.0
2028,rvpmts,spr,0.0,0.0
2029,mozambique,trinidad and tobago,0.0,0.0
2030,mz,pg,0.0,0.0
2031,category 1,dog (declared menacing),0.0,0.0
2032,electronic equipment assemblers,papermaking plant operators,0.0,0.0
2033,equals_gross_domestic_product,general_government_final_consumption_expenditure,0.0,0.0
2034,black_liquor,other_coal_products,0.0,0.0
2035,nh,mi,0.0,0.0
2036,new hampshire,tennessee,0.0,0.0
2037,maine,oregon,0.0,0.0
2038,forgery,runaway,0.0,0.0
2039,822,742,0.0,0.0
2040,cabo verde,germany,0.0,0.0
2041,bulgaria,soviet union,0.0,0.0
2042,honduras,montenegro,0.0,0.0
2043,melton city council,wyndham city council,0.0,0.0
2044,biodiesel,coal_tar,0.0,0.0
2045,pataca,pataca,1.0,1.0
2046,q26framelearnexpressjs,q14goodreflecabilities,0.0,0.0
2047,ageadjrate,commhstliab,0.0,0.0
2048,"4,11",28,0.0,0.0
2049,nac,umc,0.0,0.0
2050,madagascar,botswana,0.0,0.0
2051,layer 3 down,end,0.0,0.0
2052,hl,so,0.0,0.0
2053,côte de brouilly,reuilly,0.0,0.0
2054,uganda,togo,0.0,0.0
2055,western australia,galatina,0.0,0.0
2056,england,austria,0.0,0.0
2057,13,thailand,0.0,0.0
2058,middle east and north africa,latin america and caribbean,0.0,0.0
2059,latin america & caribbean,south asia,0.0,0.0
2060,barbados,mauritania,0.0,0.0
2061,mexican,dutch,0.0,0.0
2062,no,pl,0.0,0.0
2063,"esq., attorney at law","esq., attorney-at-law",1.0,1.0
2064,pune,indore,0.0,0.0
2065,sub-saharan africa,latin america & caribbean,0.0,0.0
2066,runaway,homicide,0.0,0.0
2067,american indian or alaska native,asian,0.0,0.0
2068,"4,5","7,9",0.0,0.0
2069,22,"26,27,28",0.0,0.0
2070,"30,31,32","6,17",0.0,0.0
2071,hayes valley,chinatown,0.0,0.0
2072,mongolia,india,0.0,0.0
2073,duii,robbery,0.0,0.0
2074,massachusetts,oklahoma,0.0,0.0
2075,beaverton - five oaks,lkos - mountain park,0.0,0.0
2076,tanzania,sierra leone,0.0,0.0
2077,district of columbia,new york,0.0,0.0
2078,pre-permit (non-operational) / initial inspection,inter-agency task force / re-inspection,0.0,0.0
2079,ethiopia [from 1993],cuba,0.0,0.0
2080,contracts with local governments,joint power agreement,0.0,0.0
2081,maryland,md,1.0,0.0
2082,disorderly conduct,gambling,0.0,0.0
2083,"19,20",6,0.0,0.0
2084,vn,mg,0.0,0.0
2085,mt tabor,gresham - north gresham,0.0,0.0
2086,ghana,netherlands,0.0,0.0
2087,w60,25,0.0,0.0
2088,disorderly conduct,offenses against family,0.0,0.0
2089,median,average annual crude rate,0.0,0.0
2090,nic,mex,0.0,0.0
2091,crstn-kenilwth,markham,0.0,0.0
2092,hazelwood,montavilla,0.0,0.0
2093,wv,ok,0.0,0.0
2094,ia,ok,0.0,0.0
2095,12,turkey,0.0,0.0
2096,bldg 449,com'l,0.0,0.0
2097,qatar,suriname,0.0,0.0
2098,poli theater,poli's theatre,1.0,1.0
2099,sierra leone,samoa,0.0,0.0
2100,4,30,0.0,0.0
2101,ri,rhode island,1.0,0.0
2102,brazil,mexico,0.0,0.0
2103,e_mpcim,vs,0.0,0.0
2104,computer hardware,internet software & services,0.0,0.0
2105,managing partner - new york,managing partner - new york,1.0,1.0
2106,chocolate & white,chocolate/white,1.0,1.0
2107,missouri,north carolina,0.0,0.0
2108,senior supervising attorney,sr. supervising attorney,1.0,1.0
2109,latvia,israel,0.0,0.0
2110,aerospace and defensegovernment and military,aerospace and defense; government and military,1.0,1.0
2111,362,wl2,0.0,0.0
2112,agribusiness,advanced mfg,0.0,0.0
2113,openresty/1.11.2.1,nginx/0.8.35,0.0,0.0
2114,plus: (other functions),economic affairs,0.0,0.0
2115,se,cr,0.0,0.0
2116,south asia,east asia & pacific,0.0,0.0
2117,971,10,0.0,0.0
2118,northern metropolitan,northern victoria,0.0,0.0
2119,mz,cd,0.0,0.0
2120,sc,south carolina,1.0,0.0
2121,antigua and barbuda,czechoslovakia,0.0,0.0
2122,cars & motorcycles,movements & politics,0.0,0.0
2123,danish,german,0.0,0.0
2124,cuernavaca uberx,bogotá uberangel,0.0,0.0
2125,bahrain,senegal/casamance,0.0,0.0
2126,nevada,dijon,0.0,0.0
2127,trinidad and tobago,gambia,0.0,0.0
2128,equals_net_national_income,less_capital_transfers_to_the_rest_of_the_world,0.0,0.0
2129,e_rvr,e_padm,0.0,0.0
2130,nv,nevada,1.0,0.0
2131,south carolina,sc,1.0,0.0
2132,data processing services,not assigned,0.0,0.0
2133,"6,137","17,18,77",0.0,0.0
2134,arlington hghts,gresham - wilkes east,0.0,0.0
2135,d110,rvcntt,0.0,0.0
2136,"transport, storage and communication (isic i)","mining, manufacturing, utilities (isic c-e)",0.0,0.0
2137,ms,mississippi,1.0,0.0
2138,immigration attorney,immigration attorney,1.0,1.0
2139,"7,4","11,5",0.0,0.0
2140,a1050000000wf1h,a1050000002vt8x,0.0,0.0
2141,ghana,ecuador,0.0,0.0
2142,"14,34","1,3",0.0,0.0
2143,california,south carolina,0.0,0.0
2144,bulgaria,argentina,0.0,0.0
2145,imn,brn,0.0,0.0
2146,disc,t22,0.0,0.0
2147,greece,sri lanka,0.0,0.0
2148,portugal,italy,0.0,0.0
2149,guam,gu,1.0,1.0
2150,2010,1990,0.0,0.0
2151,ba,nh,0.0,0.0
2152,y,a,0.0,0.0
2153,z11,r1x7,0.0,0.0
2154,a10500000081mw8,a1050000005zfps,0.0,0.0
2155,madison south,northwest ind,0.0,0.0
2156,extsub,frparoth,0.0,0.0
2157,fo,tr,0.0,0.0
2158,gabon,viet nam,0.0,0.0
2159,florida,fl,1.0,1.0
2160,real_estate_activities,agriculture_forestry_and_fishing,0.0,0.0
2161,e_pqexp,e_d119,0.0,0.0
2162,mali,guinea-bissau,0.0,0.0
2163,liberia,indonesia,0.0,0.0
2164,21,711,0.0,0.0
2165,south africa,north korea/south korea,0.0,0.0
2166,communication,equals_household_final_consumption_expenditure,0.0,0.0
2167,s burlingame,sunderland,0.0,0.0
2168,821,860,0.0,0.0
2169,sr. supervising attorney,senior supervising attorney,1.0,1.0
2170,mo,ne,0.0,0.0
2171,monaco,liechtenstein,0.0,0.0
2172,personal products,consumer finance,0.0,0.0
2173,wan,uni,0.0,0.0
2174,south sudan,china,0.0,0.0
2175,real_estate_renting_and_business_activities,less_financial_intermediation_services_indirectly_measured_fisim,0.0,0.0
2176,liquor laws,forgery,0.0,0.0
2177,uk,fj,0.0,0.0
2178,orb,zet,0.0,0.0
2179,4,580,0.0,0.0
2180,commercial host (dram shop) liability status for alcohol service,average annual age-adjusted rate,0.0,0.0
2181,"4,7","8,7",0.0,0.0
2182,german cooly,german coolie,1.0,1.0
2183,20,united states,0.0,0.0
2184,moldova,bosnia and herzegovina,0.0,0.0
2185,ca-mb ca-sb ca-sbe dbe mosb sb,ca-dvbe ca-mb ca-sb dbe,0.0,0.0
2186,18/01/2013,16/11/2012,0.0,0.0
2187,kyrgyzstan,16,0.0,0.0
2188,"crop and animal production, hunting and related service activities (01)",human health and social work activities (q),0.0,0.0
2189,lesotho,djibouti,0.0,0.0
2190,samoa,madagascar,0.0,0.0
2191,administrative miscellaneous / second compliance inspection,trans fat / initial inspection,0.0,0.0
2192,portola,oceanview/merced/ingleside,0.0,0.0
2193,e_327,e_219,0.0,0.0
2194,partner/lead engagement attorney,partner/lead engagement attorney,1.0,1.0
2195,coliseum theater,coliseum theatre,1.0,1.0
2196,czech republic,australia,0.0,0.0
2197,guam,agana heights,0.0,0.0
2198,structures and building and construction and manufacturing components and supplies,information technology broadcasting and telecommunications,0.0,0.0
2199,majestic theatre,majestic theater,1.0,1.0
2200,mo,missouri,1.0,0.0
2201,"professional, scientific and technical activities",private households with employed persons,0.0,0.0
2202,north carolina,virginia,0.0,0.0
2203,st. lucie county,bannock county,0.0,0.0
2204,bhutan,indonesia,0.0,0.0
2205,cully,humboldt,0.0,0.0
2206,palace of arts (bela bartók national concert hall),palace of arts  (bela bartók national concert hall),1.0,1.0
2207,white/ginger,ginger/white,1.0,1.0
2208,zaf;gbr,ind,0.0,0.0
2209,cayman islands,papua new guinea,0.0,0.0
2210,financial and insurance activities,accommodation and food service activities,0.0,0.0
2211,prdnationwide,prd,1.0,0.0
2212,administrative secretaries and related associate professionals,"lineman, line installers and cable splicers",0.0,0.0
2213,thailand,antigua and barbuda,0.0,0.0
2214,922,161,0.0,0.0
2215,tenor saxophone,theatre company,0.0,0.0
2216,iowa,new york,0.0,0.0
2217,new zealand,costa rica,0.0,0.0
2218,civc,mlbr,0.0,0.0
2219,robbery,vandalism,0.0,0.0
2220,ve,dk,0.0,0.0
2221,south dakota,idaho,0.0,0.0
2222,10,931,0.0,0.0
2223,nh,ca,0.0,0.0
2224,shay,hayw,0.0,0.0
2225,colorado,co,1.0,1.0
2226,prostitution,rape,0.0,0.0
2227,"black, non-hispanic",female,0.0,0.0
2228,bayf,19th,0.0,0.0
2229,bagged litter,tires,0.0,0.0
2230,krakow,oporto,0.0,0.0
2231,mt,montana,1.0,0.0
2232,850,gl2,0.0,0.0
2233,belly-dance,bellydance-dance-belly-dancing,1.0,1.0
2234,executive director,executive director,1.0,1.0
2235,arizona,maine,0.0,0.0
2236,all;advertising and pr services;business services - other,alladvertising and pr servicesbusiness services - other,1.0,1.0
2237,other_activities_isic_j_p,manufacturing_isic_d,0.0,0.0
2238,plus_statistical_discrepancy,hotels_and_restaurants,0.0,0.0
2239,egypt,gabon,0.0,0.0
2240,city auditorium,city hall,1.0,1.0
2241,peru,oman,0.0,0.0
2242,cinema for peace award,founders award,0.0,0.0
2243,community & environment,fashion & beauty,0.0,0.0
2244,equatorial guinea,somalia,0.0,0.0
2245,35,11,0.0,0.0
2246,hr jobs,other jobs,0.0,0.0
2247,consultant,consultant,1.0,1.0
2248,paso robles highlands district,primitivo del tarantino,0.0,0.0
2249,forint,forint,1.0,1.0
2250,parents-of-teenagers,parents-of-teens,1.0,1.0
2251,senior legal asst,sr. legal asst,1.0,1.0
2252,israel,romania,0.0,0.0
2253,roleplaying-games-rpgs,role-playing-games-rpgs,1.0,1.0
2254,packaging machinery manufacturing,all other basic organic chemical manufacturing,0.0,0.0
2255,savoie,strathbogie ranges,0.0,0.0
2256,insurancehealthcare services,insurance healthcare services,1.0,1.0
2257,amusement center,health studios & gym,0.0,0.0
2258,american-italian,french,0.0,0.0
2259,b-systematic,i-family,0.0,0.0
2260,i-abbreviation,i-formula,0.0,0.0
2261,"water resources, department of","natural resources agency, california",0.0,0.0
2262,educational services,energy,0.0,0.0
2263,yarra city council,monash city council,0.0,0.0
2264,kenya,colombia,0.0,0.0
2265,sle,sle,1.0,1.0
2266,q7level1,q28lovepython,0.0,0.0
2267,equals_value_added_gross_in_basic_prices,agriculture_hunting_and_related_service_activities,0.0,0.0
2268,individual consumption expenditure of non-profit institutions serving households (npishs),individual consumption expenditure of general government,0.0,0.0
2269,includes information and communication (j) of isic rev. 4,includes accommodation and food service activities.,0.0,0.0
2270,furnishings_household_equipment_and_routine_maintenance_of_the_house,plus,0.0,0.0
2271,west hills,castle rock,0.0,0.0
2272,poli theater,poli's theatre,1.0,1.0
2273,hato rety,hato rey,1.0,1.0
2274,retail; advertising and pr services,retailadvertising and pr services,1.0,1.0
2275,movements & politics,cars & motorcycles,0.0,0.0
2276,kentucky,arizona,0.0,0.0
2277,s burlingame,kenton,0.0,0.0
2278,livestock,dog,0.0,0.0
2279,fairy,rock,0.0,0.0
2280,myanmar (burma),benin,0.0,0.0
2281,el salvador,tajikistan,0.0,0.0
2282,germany,republic of ireland,0.0,0.0
2283,bahrain,algeria,0.0,0.0
2284,21,"9,38",0.0,0.0
2285,mi,nh,0.0,0.0
2286,gresham - downtown,eliot,0.0,0.0
2287,native hawaiian or other pacific islander,asian,0.0,0.0
2288,final consumption expenditure,general government final consumption expenditure,0.0,1.0
2289,malawi,bulgaria,0.0,0.0
2290,zaire,czechoslovakia,0.0,0.0
2291,new york,west virginia,0.0,0.0
2292,homestead,gresham - northeast gresh,0.0,0.0
2293,argentina;bahamas,israel,0.0,0.0
2294,shimin kaikan (nagoya),shimin kaikan,1.0,1.0
2295,kna,ldc,0.0,0.0
2296,connecticut,south dakota,0.0,0.0
2297,spain,italy,0.0,0.0
2298,shareholder/attorney,shareholder / attorney,1.0,1.0
2299,"memorandum item: fisim, if distributed to uses",equals: gross domestic product,0.0,0.0
2300,00820-5633,00823-6324,0.0,0.0
2301,nigeria,sri lanka,0.0,0.0
2302,silver/white,silver & white,1.0,1.0
2303,fishing and aquaculture (03),administrative and support service activities (n),0.0,0.0
2304,principal attorney,principal attorney,1.0,1.0
2305,special project lc,storm sweeping,0.0,0.0
2306,spain,burkina faso,0.0,0.0
2307,"includes public administration, social and personal services.","discrepancy between value added, fisim, taxes less subsidies on products, gross domestic product in the amount of taxes less subsidies on products.",0.0,0.0
2308,abyssinian,domestic shorthair,0.0,0.0
2309,disorderly conduct,larceny,0.0,0.0
2310,israel,iceland,0.0,0.0
2311,auditorium theatre,auditorium hall,1.0,1.0
2312,711,21,0.0,0.0
2313,962,981,0.0,0.0
2314,tafuna,fpo,0.0,0.0
2315,statistical discrepancy between gross domestic product by production and expenditure approach.,excludes financial intermediation services indirectly measured (fisim).,0.0,0.0
2316,finland,12,0.0,0.0
2317,neutered male kitten,spayed female cat,0.0,0.0
2318,nevada,minnesota,0.0,0.0
2319,wholesale and retail trade; repair of motor vehicles and motorcycles,less: subsidies on products,0.0,0.0
2320,830,2,0.0,0.0
2321,cap storm br,hauling,0.0,0.0
2322,651,711,0.0,0.0
2323,e,garage,0.0,0.0
2324,mahashakti: underserved,agriculture,0.0,0.0
2325,00831-0410,00841-2047,0.0,0.0
2326,louisiana,la,1.0,0.0
2327,norwegian elkhound,norwegian elk hound,1.0,1.0
2328,cape agulhas,tokaji,0.0,0.0
2329,transportation and storage (h),"public administration and defence, education, human health and social work activities (o+p+q)",0.0,0.0
2330,prep,starting,0.0,0.0
2331,brunei darussalam,latvia,0.0,0.0
2332,"roseville, ca 95747","roseville, ca",1.0,1.0
2333,ms,cn,0.0,0.0
2334,gin,vut,0.0,0.0
2335,"milwaukee, wi 53224","milwaukee, wi",1.0,1.0
2336,belgian,spanish,0.0,0.0
2337,mth,ovc,0.0,0.0
2338,south tabor,reed,0.0,0.0
2339,t24,t404qe,0.0,0.0
2340,education_health_and_social_work_other_community_social_and_personal_services_m_n_o,agriculture_hunting_and_related_service_activities_01,0.0,0.0
2341,rwanda,democratic people's republic of korea,0.0,0.0
2342,saitama,cagliari,0.0,0.0
2343,forint,forint,1.0,1.0
2344,ar,va,0.0,0.0
2345,strategic development,strategic development,1.0,1.0
2346,"1-2-3 survey (1-2-3), 2012/13","integrated household survey (ihs), 2005/06",0.0,0.0
2347,dominica,czechoslovakia,0.0,0.0
2348,"transport, storage and communication (isic i)",other activities (isic j-p),0.0,0.0
2349,deln,mlbr,0.0,0.0
2350,tennessee,michigan,0.0,0.0
2351,04a,03g,0.0,0.0
2352,panama,united republic of tanzania: mainland,0.0,0.0
2353,va,virginia,1.0,0.0
2354,papua new guinea,peru,0.0,0.0
2355,plus_taxes_less_subsidies_on_production_and_imports_from_and_to_the_rest_of_the_world_net,less_acquisitions_less_disposals_of_non_produced_non_financial_assets,0.0,0.0
2356,collings,collins,1.0,1.0
2357,canadian,east german,0.0,0.0
2358,"10,8","6,4",0.0,0.0
2359,duii,larceny,0.0,0.0
2360,fraud,liquor laws,0.0,0.0
2361,ma,massachusetts,1.0,1.0
2362,alaska,phoenix,0.0,0.0
2363,vidadillo,pignoletto,0.0,0.0
2364,a1050000006fmql,a1050000002vvkb,0.0,0.0
2365,belarus,netherlands antilles,0.0,0.0
2366,noto,leverano,0.0,0.0
2367,tgo,vnm,0.0,0.0
2368,mining_manufacturing_utilities_isic_c_e,agriculture_hunting_forestry_fishing_isic_a_b,0.0,0.0
2369,indiana,north dakota,0.0,0.0
2370,west virginia,wv,1.0,0.0
2371,beaujolais,prosecco di valdobbiadene,0.0,0.0
2372,dog (declared dangerous),dog (standard),0.0,0.0
2373,vi,iv,0.0,0.0
2374,equals_household_final_consumption_expenditure_in_domestic_market,education,0.0,0.0
2375,hi,hawaii,1.0,0.0
2376,hanover,los angeles,0.0,0.0
2377,guinea,azerbaijan,0.0,0.0
2378,missouri,ohio,0.0,0.0
2379,academy fellowship,wga award (screen),0.0,0.0
2380,nj,ma,0.0,0.0
2381,plan members not covered by social security,most plan members covered by social security (each participating district decides their own ss participation).,0.0,0.0
2382,lao people's democratic republic,mongolia,0.0,0.0
2383,robocalls,number portability (keeping your number if you change providers),0.0,0.0
2384,maine,me,1.0,0.0
2385,rural call completion,interference (including signal jammers),0.0,0.0
2386,oil_shale_oil_sands,lignite,0.0,0.0
2387,r1z5,r3y2,0.0,0.0
2388,y09,z14b,0.0,0.0
2389,california other,napa,0.0,0.0
2390,switzerland,slovakia,0.0,0.0
2391,mwi,rwa,0.0,0.0
2392,nm,tn,0.0,0.0
2393,argentina,england,0.0,0.0
2394,nm,il,0.0,0.0
2395,570,670,0.0,0.0
2396,thailand,senegal,0.0,0.0
2397,russia,morocco,0.0,0.0
2398,hotdogs/pretzels,tapas,0.0,0.0
2399,liver/white,white/liver,1.0,1.0
2400,06b,22b,0.0,0.0
2401,"equals: value added, gross, in basic prices","agriculture, hunting, forestry; fishing",0.0,0.0
2402,kor,tea,0.0,0.0
2403,computer hardware computer software computer/it services,computer hardwarecomputer softwarecomputer/it services,1.0,1.0
2404,ks,kansas,1.0,0.0
2405,non-it services,it telecommunications,0.0,0.0
2406,coking_coal,other_liquid_biofuels,0.0,0.0
2407,battery manufacturing,sawmill and woodworking machinery manufacturing,0.0,0.0
2408,republic of moldova,2,0.0,0.0
2409,indiana,kansas,0.0,0.0
2410,bolivia,afghanistan,0.0,0.0
