,index,w1,w2,count1,count2,total1,total2,isDuplicate
10404,,USD,LclCntrlAlc,321.0,109.0,403984.0,403984.0,0.0
10405,4363.0,tree,Tree,1.0,188239.0,188462.0,188462.0,1.0
10406,,SEN,SUT,1.0,1.0,842.0,842.0,0.0
10407,,E_MPCIM,VS,66.0,174.0,11106.0,11106.0,0.0
10408,,frameshift_variant&stop_retained_variant,stop_gained&inframe_deletion,1.0,1.0,65188.0,65188.0,0.0
10409,,FR,ES,1255.0,904.0,63465.0,63465.0,0.0
10410,,Cambodia,Cameroon,1516.0,650.0,151623.0,151623.0,0.0
10411,,Hawaii,Oklahoma,16.0,48.0,2720.0,2720.0,0.0
10412,4003.0,CORP. SECRETARY,Corporate Immigration Attorney,1.0,4.0,374362.0,374362.0,1.0
10413,,Alaska,North Carolina,1276.0,2822.0,359836.0,359836.0,0.0
10414,,equals_household_final_consumption_expenditure_in_domestic_market,education,4539.0,5230.0,100048.0,100048.0,0.0
10415,,FRANCE,ERITREA,1245.0,2.0,374362.0,374362.0,0.0
10416,,Embezzlement,DUII,265.0,1950.0,82958.0,82958.0,0.0
10417,,SOUTHWEST HILLS,HILLSDALE,176.0,392.0,80256.0,80256.0,0.0
10418,,Thailand,Senegal,7448.0,4591.0,1189482.0,1189482.0,0.0
10419,,Set,Hashmap,1515.0,3604.0,25090.0,25090.0,0.0
10420,,Medical and Diagnostic Laboratories,Other Services to Buildings and Dwellings,5.0,2.0,374362.0,374362.0,0.0
10421,,County,Corporation,3.0,1.0,21112.0,21112.0,0.0
10422,,ST JOHNS,SOUTH PORTLAND,1723.0,523.0,73590.0,73590.0,0.0
10423,,96799-1510,00801-1677,1.0,1.0,1973.0,1973.0,0.0
10424,,Z14b,Z15,1.0,33.0,2117.0,2117.0,0.0
10425,,electricity_net_installed_capacity_of_electric_power_plants,bitumen,50229.0,20743.0,1189482.0,1189482.0,0.0
10426,,Stolen Property,Drugs,94.0,4200.0,73590.0,73590.0,0.0
10427,,Turkmenistan,Burundi,208.0,368.0,73645.0,73645.0,0.0
10428,2740.0,Shanghai Symphony Hall,Shanghai Symphony Hall--Chamber Hall,12.0,2.0,21607.0,21607.0,1.0
10429,,DSE Direct,Clean Energy,45.0,840.0,15736.0,15736.0,0.0
10430,,VUT,GIN,1.0,8.0,2772.0,2772.0,0.0
10431,,SJW,GAY,164.0,446.0,610676.0,610676.0,0.0
10432,,notes_AssetAllocation,ActCostMeth_note,1.0,1.0,280.0,280.0,0.0
10433,2778.0,"Miller Theatre, Columbia University",Miller Auditorium,2.0,1.0,21607.0,21607.0,1.0
10434,,WY,OK,1246.0,10002.0,943111.0,943111.0,0.0
10435,,Offenses Against Family,"Assault, Simple",59.0,4285.0,59853.0,59853.0,0.0
10436,4156.0,PDTE / ALCC.,PDTE / ALLC,1.0,1.0,374362.0,374362.0,1.0
10437,,"including government services and NGOs.""","social and personal service activities"". """,1.0,3.0,223379.0,223379.0,0.0
10438,2905.0,Sud-Ouest,Sud-ouest,1.0,2.0,2772.0,2772.0,1.0
10439,,R1Z2,R2X3,33.0,33.0,2117.0,2117.0,0.0
10440,,"21,24","1,8",20.0,2.0,225363.0,225363.0,0.0
10441,,09B,22G,3653.0,33.0,399918.0,399918.0,0.0
10442,,TGO,GRC,115.0,143.0,21477.0,21477.0,0.0
10443,,Oregon Other,Washington Other,661.0,593.0,150930.0,150930.0,0.0
10444,,Symptom,Weather,1134267.0,413034.0,2483304.0,2483304.0,0.0
10445,,THEATRE,1ST FLOOR,4.0,3.0,198900.0,198900.0,0.0
10446,,Local_04,Local_09,56.0,2.0,439.0,439.0,0.0
10447,,Garnacha Blanca,Mtsvane,38.0,5.0,129971.0,129971.0,0.0
10448,245.0,yr,Year,19733.0,230591.0,374362.0,374362.0,1.0
10449,2891.0,"Computer Occupations, All Other*","Computer Occupations, All Other",66.0,1554.0,374362.0,374362.0,1.0
10450,,Calorie Posting / Initial Inspection,Smoke-Free Air Act / Second Compliance Inspection,605.0,15.0,399918.0,399918.0,0.0
10451,,ARBOR LODGE,ST JOHNS,896.0,1704.0,70964.0,70964.0,0.0
10452,,Austrian,Uruguayan,15.0,4.0,842.0,842.0,0.0
10453,,Human health and social work activities (Q),"Crop and animal production, hunting and related service activities (01)",11512.0,6102.0,320551.0,320551.0,0.0
10454,,GU,KS,55.0,7146.0,943111.0,943111.0,0.0
10455,,Soviet Union,Germany FR,1.0,1.0,20.0,20.0,0.0
10456,,310,113,8.0,12.0,10001.0,10001.0,0.0
10457,,Aggravated Assault,Kidnap,1776.0,10.0,59853.0,59853.0,0.0
10458,,NORTHWEST IND,LAURELHURST,141.0,290.0,80256.0,80256.0,0.0
10459,,Burglary,Forgery,5459.0,1659.0,73590.0,73590.0,0.0
10460,,HVR,PINPAT,5.0,12.0,11106.0,11106.0,0.0
10461,,Amsterdam,Helsinki,3434.0,1228.0,125527.0,125527.0,0.0
10462,3037.0,IA,IOWA,705.0,917.0,374362.0,374362.0,1.0
10463,,MI,ME,32.0,9.0,558.0,558.0,0.0
10464,,Barbecue,Southwestern,858.0,141.0,399918.0,399918.0,0.0
10465,,RICHMOND,ARNOLD CREEK,762.0,29.0,61281.0,61281.0,0.0
10466,,SANL,ROCK,235031.0,203219.0,9971582.0,9971582.0,0.0
10467,740.0,Black/Brindle,Brindle/Black,93.0,24.0,82545.0,82545.0,1.0
10468,,Hawaii,Washington,92.0,439.0,21112.0,21112.0,0.0
10469,,SAUDI ARABIA,TANZANIA,66.0,83.0,374362.0,374362.0,0.0
10470,,SUNNYSIDE,NORTHWEST IND,698.0,70.0,59853.0,59853.0,0.0
10471,,BEN,IDX,1.0,1.0,269.0,269.0,0.0
10472,73.0,NORTH CAROLINA,NC,2176.0,3699.0,374362.0,374362.0,1.0
10473,,ImpMod,Repre,166.0,17.0,1518.0,1518.0,0.0
10474,,Iraq/United States of America,Guatemala,1.0,18.0,1518.0,1518.0,0.0
10475,,Colombian,Indian,3.0,2.0,842.0,842.0,0.0
10476,,Centurion,Hyderabad,12.0,49.0,636.0,636.0,0.0
10477,,ID,MS,16.0,16.0,2720.0,2720.0,0.0
10478,,CT,KS,7353.0,7386.0,403984.0,403984.0,0.0
10479,,Porto Alegre,Milan,8.0,9.0,4572.0,4572.0,0.0
10480,,household_consumption_expenditure_including_non_profit_institutions_serving_households,changes_in_inventories,9188.0,6958.0,80583.0,80583.0,0.0
10481,,household_consumption_expenditure_including_non_profit_institutions_serving_households,changes_in_inventories,9188.0,7481.0,81106.0,81106.0,0.0
10482,,LAFY,WCRK,151049.0,215910.0,9971582.0,9971582.0,0.0
10483,,Woodbury County,Miller County,1.0,1.0,910.0,910.0,0.0
10484,,Nauru,France,412.0,414.0,81106.0,81106.0,0.0
10485,,science jobs,purchasing jobs,1071.0,1045.0,50000.0,50000.0,0.0
10486,,00823-5994,09717-6790,1.0,1.0,1973.0,1973.0,0.0
10487,,q25LangGo,q28LoveGo,3.0,2.0,452.0,452.0,0.0
10488,,Nepal,Cambodia,46.0,46.0,9234.0,9234.0,0.0
10489,623.0,MINNESOTA,MN,633.0,1150.0,374362.0,374362.0,1.0
10490,,NORTHWEST IND,MADISON SOUTH,74.0,629.0,61497.0,61497.0,0.0
10491,,SAINT VINCENT AND THE GRENADINES,ISRAEL,11.0,1801.0,374362.0,374362.0,0.0
10492,,Hamburg,Edinburgh,3131.0,1865.0,125527.0,125527.0,0.0
10493,,Bahrain,Senegal/Casamance,5.0,2.0,1518.0,1518.0,0.0
10494,,MOZ,KGZ,3.0,4.0,59228.0,59228.0,0.0
10495,,R1Z3,W04,33.0,33.0,2117.0,2117.0,0.0
10496,,Guatemala,Haiti,368.0,368.0,72485.0,72485.0,0.0
10497,,FL,MO,85977.0,35457.0,768922.0,768922.0,0.0
10498,4097.0,Managing Paralegal,MANAGING PARALEGAL,8.0,9.0,374362.0,374362.0,1.0
10499,,MONT,UCTY,303165.0,188342.0,9971582.0,9971582.0,0.0
10500,,plus_statistical_discrepancy,hotels_and_restaurants,373.0,5698.0,225363.0,225363.0,0.0
10501,,Athens,Berlin,1938.0,7078.0,125527.0,125527.0,0.0
10502,,Lao People's Dem. Rep.,Côte d'Ivoire,2577.0,4524.0,1189482.0,1189482.0,0.0
10503,,h,u,23980.0,7297.0,34857.0,34857.0,0.0
10504,,VGB;IMN,GGY,9.0,5.0,2031.0,2031.0,0.0
10505,4138.0,Partner / *Associate Attorney,Partner / Associate Attorney,11.0,7.0,374362.0,374362.0,1.0
10506,,VGB;CHN;USA,BRB;BMU,1.0,6.0,24957.0,24957.0,0.0
10507,3263.0,BOXER CROSS,Boxer Cross,2.0,4.0,82545.0,82545.0,1.0
10508,,Business in a Box,Underserved,258.0,62575.0,779092.0,779092.0,0.0
10509,,Luxembourg,Monaco,150.0,177.0,8406.0,8406.0,0.0
10510,653.0,PENNSYLVANIA,PA,2001.0,3471.0,374362.0,374362.0,1.0
10511,,Level Dollar,Level Dollar Open,71.0,196.0,2720.0,2720.0,0.0
10512,,LLOYD,HOSFRD-ABRNETHY,1788.0,719.0,64618.0,64618.0,0.0
10513,,NH,HI,4158.0,2104.0,943111.0,943111.0,0.0
10514,,Colombia,34,937.0,1.0,191325.0,191325.0,0.0
10515,,151,W21,10.0,1.0,61497.0,61497.0,0.0
10516,4159.0,Preparer,PREPARER,4.0,12.0,374362.0,374362.0,1.0
10517,,Overall,"Other, non-Hispanic",63215.0,38161.0,403984.0,403984.0,0.0
10518,,"Equipment, Educational","Equipment, Agricultural",3069.0,1141.0,151623.0,151623.0,0.0
10519,3852.0,PRK,prk,672.0,1.0,463231.0,463231.0,1.0
10520,,Luxembourg,Honduras,6155.0,3409.0,1189482.0,1189482.0,0.0
10521,,Open,Level DollarClosed,6.0,1.0,2720.0,2720.0,0.0
10522,4179.0,mdg,MDG,1.0,23.0,6285.0,6285.0,1.0
10523,,550,HP4,823.0,5.0,61779.0,61779.0,0.0
10524,,Ghana,Mauritania,671.0,467.0,165808.0,165808.0,0.0
10525,,South African Grand Prix,Chinese Grand Prix,23.0,15.0,997.0,997.0,0.0
10526,,RECYCLED METAL,DEAD ANIMAL,643.0,5404.0,564403.0,564403.0,0.0
10527,,Utah,Montgomery County,32.0,16.0,2720.0,2720.0,0.0
10528,,Nevada,Texas,408.0,25339.0,359836.0,359836.0,0.0
10529,,Boston,Chicago,6.0,5.0,4572.0,4572.0,0.0
10530,3429.0,GERMAN SHEPHERD DOG CROSS,German Shepherd Dog Cross,3.0,16.0,82545.0,82545.0,1.0
10531,,LEFT COUNCIL AREA,NORMAL MULTIPLE,11.0,251.0,82545.0,82545.0,0.0
10532,881.0,Sable Brown,Sable/Brown,1.0,9.0,82545.0,82545.0,1.0
10533,,1,18,29.0,8.0,320551.0,320551.0,0.0
10534,3092.0,MARSHALL ISLANDS,MH,6.0,1.0,374362.0,374362.0,1.0
10535,,Philadelphia,St. Louis,16.0,16.0,2720.0,2720.0,0.0
10536,,202,932,1.0,1399.0,80256.0,80256.0,0.0
10537,,New Zealand,Ivory Coast,1.0,1.0,155.0,155.0,0.0
10538,,South Sudan,Marshall Islands,1.0,1.0,269.0,269.0,0.0
10539,890.0,Blue/Merle,Blue Merle,70.0,35.0,82545.0,82545.0,1.0
10540,,SWEEPER DUMPSITES,OUT OF CYCLE BRUSH,13246.0,17.0,564403.0,564403.0,0.0
10541,,"Professional, scientific and technical activities (M)",Private households with employed persons (T),11397.0,4179.0,320551.0,320551.0,0.0
10542,,T24254,E_PGOV,2.0,34.0,11106.0,11106.0,0.0
10543,,Weapons,Arson,330.0,279.0,64618.0,64618.0,0.0
10544,,Slovakia,Italy,2.0,57.0,4572.0,4572.0,0.0
10545,,2004-06,2011,3.0,10.0,1518.0,1518.0,0.0
10546,,Z13b,R1X6,1.0,33.0,2117.0,2117.0,0.0
10547,,O,B-NO CLASS,626683.0,32.0,662207.0,662207.0,0.0
10548,,PER,TZA,25.0,9.0,2772.0,2772.0,0.0
10549,,OVC8_0,NPAW8_0,2610.0,55.0,403984.0,403984.0,0.0
10550,,130,830,2.0,2781.0,64618.0,64618.0,0.0
10551,,Canada,Brazil,1.0,8.0,15736.0,15736.0,0.0
10552,,brown,white,359.0,8617.0,29421.0,29421.0,0.0
10553,,Refers to Professional and business services.,Discrepancy between components and total.,2.0,5.0,68023.0,68023.0,0.0
10554,,REED,SOUTH TABOR,283.0,684.0,70964.0,70964.0,0.0
10555,,SEDD; SID,"HRSA, UDS",1866.0,220.0,403984.0,403984.0,0.0
10556,,Delaware,Louisiana,1.0,1.0,52.0,52.0,0.0
10557,,"2,48","77,115",5.0,2.0,595971.0,595971.0,0.0
10558,,"Iran, Islamic Republic of",Togo,567.0,467.0,151623.0,151623.0,0.0
10559,,domestic_assets,consumer_prices,1195.0,15495.0,884244.0,884244.0,0.0
10560,,Z13a,R1X1,1.0,33.0,2117.0,2117.0,0.0
10561,,741,510,1508.0,1285.0,82958.0,82958.0,0.0
10562,,20,HP4,12.0,2.0,63279.0,63279.0,0.0
10563,,LENTS,GOOSE HOLLOW,2983.0,674.0,73590.0,73590.0,0.0
10564,4474.0,LOUISIANA,LA,700.0,526.0,374362.0,374362.0,1.0
10565,640.0,NJ,NEW JERSEY,5121.0,2772.0,374362.0,374362.0,1.0
10566,,E_PINPAT,E_D123,12.0,52.0,11106.0,11106.0,0.0
10567,,Trespass,Homicide,3016.0,27.0,63279.0,63279.0,0.0
10568,,BO,MM,8806.0,1870.0,671205.0,671205.0,0.0
10569,,Mining and Well Drilling Machinery and Accessories,Furniture and Furnishings,3060.0,7521.0,346018.0,346018.0,0.0
10570,,New Caledonia,The former Yugoslav Republic of Macedonia,368.0,208.0,73646.0,73646.0,0.0
10571,2706.0,Winter Garden,Winter Garden Atrium (at the WFC),1.0,1.0,21607.0,21607.0,1.0
10572,,RECYCLING - SINGLE STREAM,RECYCLING - COMINGLE,99507.0,31125.0,564403.0,564403.0,0.0
10573,4537.0,VI,VIRGIN ISLANDS,18.0,49.0,374362.0,374362.0,1.0
10574,,31,Pakistan,1.0,1231.0,320551.0,320551.0,0.0
10575,,Kuala Lumpur,NÌ_rburg,1.0,1.0,73.0,73.0,0.0
10576,510.0,1999 NLG Euro / Euro,1999 NLG euro / euro,2063.0,1580.0,227092.0,227092.0,1.0
10577,,NE,WV,13708.0,10581.0,619129.0,619129.0,0.0
10578,,HILLSDALE,WOODLAWN,314.0,331.0,63279.0,63279.0,0.0
10579,,LA,MI,26.0,26.0,11106.0,11106.0,0.0
10580,4484.0,MINNESOTA,MN,1554.0,1325.0,374362.0,374362.0,1.0
10581,,splice_region_variant&synonymous_variant,stop_gained,552.0,1702.0,65188.0,65188.0,0.0
10582,,Smoothed 5-year,Smoothed,4.0,3.0,2720.0,2720.0,0.0
10583,,a1050000006GlCE,a1050000000vt3Z,94.0,21.0,4861.0,4861.0,0.0
10584,,COMMENT CREATED,FOLLOW,1611.0,1407.0,72312.0,72312.0,0.0
10585,,CA-SB DVBE12324,CA-SB DBE SB WBE,1.0,8.0,346018.0,346018.0,0.0
10586,,EGY,THA,25.0,1.0,2772.0,2772.0,0.0
10587,,IE,DK,249.0,300.0,63465.0,63465.0,0.0
10588,,Spain,Yugoslavia,1.0,2.0,20.0,20.0,0.0
10589,,690,972,1870.0,1183.0,63279.0,63279.0,0.0
10590,,DOWNTOWN,HILLSIDE,7089.0,33.0,82958.0,82958.0,0.0
10591,,CAST,CIVC,48140.0,104383.0,3313625.0,3313625.0,0.0
10592,,Arena Amazonia,Loftus Versfeld Stadium,4.0,6.0,4572.0,4572.0,0.0
10593,,R1X7,Z11,33.0,3.0,2117.0,2117.0,0.0
10594,,European Union,Japan,250.0,225.0,8406.0,8406.0,0.0
10595,,Country_02,Country_01,132.0,263.0,439.0,439.0,0.0
10596,,130,990,6.0,1170.0,63279.0,63279.0,0.0
10597,,Others,Metals,50.0,134.0,425.0,425.0,0.0
10598,,AdministeringGovt,InvestmentReturn_25yr,1.0,1.0,280.0,280.0,0.0
10599,,All Other Basic Organic Chemical Manufacturing,Packaging Machinery Manufacturing,1.0,10.0,374362.0,374362.0,0.0
10600,,India,Egypt,296.0,8.0,15736.0,15736.0,0.0
10601,,LAK,XOF,1481.0,18610.0,671205.0,671205.0,0.0
10602,,922,610,670.0,713.0,61497.0,61497.0,0.0
10603,,W10,X11,33.0,33.0,2150.0,2150.0,0.0
10604,,ORIN,DBRK,44312.0,93035.0,3313625.0,3313625.0,0.0
10605,,DUBL,PITT,69348.0,76346.0,3313625.0,3313625.0,0.0
10606,2996.0,VIRGINIA,VA,6831.0,5794.0,374362.0,374362.0,1.0
10607,,Galatina,Western Australia,1.0,139.0,150930.0,150930.0,0.0
10608,,SLE,BRA,63.0,8.0,15736.0,15736.0,0.0
10609,,AA,VI,1.0,403.0,3324.0,3324.0,0.0
10610,,Died,Rto-Adopt,680.0,150.0,78256.0,78256.0,0.0
10611,,LOWER UNIT,COM-2,4.0,3.0,198900.0,198900.0,0.0
10612,,Iraq,Uzbekistan,18.0,6.0,2772.0,2772.0,0.0
10613,656.0,RI,RHODE ISLAND,57.0,43.0,374362.0,374362.0,1.0
10614,3812.0,BDI,bdi,1620.0,5.0,463231.0,463231.0,1.0
10615,,JAM,LVA,1.0,1.0,2031.0,2031.0,0.0
10616,,Texas,Minnesota,769.0,194.0,10621.0,10621.0,0.0
10617,,ie,lo,1.0,3.0,85881.0,85881.0,0.0
10618,,revoked,approved,50.0,733.0,198900.0,198900.0,0.0
10619,,Canada,Mexico,3.0,1.0,73.0,73.0,0.0
10620,,Financial and Insurance Services,Tools and General Machinery,1236.0,3639.0,346018.0,346018.0,0.0
10621,,Kuwait,Seychelles,46.0,46.0,9234.0,9234.0,0.0
10622,,Local_08,Local_07,29.0,14.0,439.0,439.0,0.0
10623,90.0,OK,OKLAHOMA,463.0,233.0,374362.0,374362.0,1.0
10624,,SEN,MWI,48.0,94.0,15736.0,15736.0,0.0
10625,,Czech Republic,Egypt,6.0,3.0,150930.0,150930.0,0.0
10626,,Barranquilla UberX,Guadalajara UberXL,12.0,127.0,90287.0,90287.0,0.0
10627,,Mission Bay,Excelsior,2287.0,3072.0,198900.0,198900.0,0.0
10628,,manufacturing,laundry/laundromat,436.0,56.0,198900.0,198900.0,0.0
10629,,El Molinon,San Paolo,3.0,5.0,4572.0,4572.0,0.0
10630,,PET,GIO,1.0,1.0,842.0,842.0,0.0
10631,3933.0,SPECIAL COUNSEL,Special Counsel,1.0,8.0,374362.0,374362.0,1.0
10632,,STORM SWEEPING,SPECIAL PROJECT LC,20.0,757.0,564403.0,564403.0,0.0
10633,,Group C,Round of 16,48.0,72.0,4572.0,4572.0,0.0
10634,241.0,Zambia kwacha,Zambian Kwacha,20.0,78.0,100048.0,100048.0,1.0
10635,,GRESHAM - KELLY CREEK,SELLWD-MORELAND,2.0,765.0,70964.0,70964.0,0.0
10636,,General government final consumption expenditure,Household consumption expenditure (including Non-profit institutions serving households),9188.0,9188.0,81106.0,81106.0,0.0
10637,,96928-0800,00804-0608,1.0,1.0,1973.0,1973.0,0.0
10638,,38,Curaçao,1.0,338.0,215337.0,215337.0,0.0
10639,,"Memorandum Item: FISIM, if distributed to uses",Less: Financial intermediation services indirectly measured (FISIM),241.0,465.0,61626.0,61626.0,0.0
10640,,AZ,MT,378.0,130.0,21112.0,21112.0,0.0
10641,,Production Design,Marionettes,412.0,426.0,806179.0,806179.0,0.0
10642,,Pharmaceuticals,Computer Storage & Peripherals,10.0,2.0,505.0,505.0,0.0
10643,,Metric Tons,"Kilowatt-hours, million",684.0,147741.0,1189482.0,1189482.0,0.0
10644,,R4Z1,R1Z7,33.0,33.0,2117.0,2117.0,0.0
10645,,ALAMEDA,E COLUMBIA,244.0,337.0,73590.0,73590.0,0.0
10646,,OAKL,GLEN,166850.0,228381.0,9971582.0,9971582.0,0.0
10647,,T404QE,T24,2.0,52.0,11106.0,11106.0,0.0
10648,,Larceny,Disorderly Conduct,19515.0,4035.0,59853.0,59853.0,0.0
10649,,27/08/2010,19/04/2013,45.0,45.0,8190.0,8190.0,0.0
10650,,FLUSHER,YARD TRIMMINGS-STORM CLEANUP,1.0,217.0,564403.0,564403.0,0.0
10651,,AZERBAIJAN,GUINEA,67.0,6.0,374362.0,374362.0,0.0
10652,,Women Entrepreneurs,Startup (Youth),3255.0,15.0,779092.0,779092.0,0.0
10653,,CIVC,MLBR,1.0,1.0,46.0,46.0,0.0
10654,,40,38,6.0,8.0,191325.0,191325.0,0.0
10655,,Mtsvane,Garnacha Blanca,5.0,38.0,129971.0,129971.0,0.0
10656,,transport_storage_and_communication_isic_i,wholesale_retail_trade_restaurants_and_hotels_isic_g_h,9188.0,9188.0,73646.0,73646.0,0.0
10657,59.0,MARYLAND,MD,1692.0,2322.0,374362.0,374362.0,1.0
10658,,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,mw2240.codfw.wmnet,2.0,1.0,1781.0,1781.0,0.0
10659,,Feasibility Studies,Geological/Geophysical Services,2931.0,324.0,151623.0,151623.0,0.0
10660,,manufacturing_c,real_estate_activities_l,14314.0,13701.0,320551.0,320551.0,0.0
10661,,NO,NZ,114.0,355.0,108129.0,108129.0,0.0
10662,,CA,NJ,4574.0,11.0,16330.0,16330.0,0.0
10663,,Household consumption expenditure (including Non-profit institutions serving households),Gross fixed capital formation (including Acquisitions less disposals of valuables),9188.0,9188.0,80583.0,80583.0,0.0
10664,,gross_domestic_product_gdp,general_government_final_consumption_expenditure,9089.0,9043.0,79422.0,79422.0,0.0
10665,,Cramming (unauthorized charges on your phone bill),Other,9397.0,935.0,943111.0,943111.0,0.0
10666,,DUII,Kidnap,1970.0,19.0,63279.0,63279.0,0.0
10667,,American,Finnish,157.0,9.0,842.0,842.0,0.0
10668,,Man of the Year,Grand Prize,1.0,1.0,331.0,331.0,0.0
10669,,Sweden,France,1.0,1.0,20.0,20.0,0.0
10670,4381.0,Social Welfare,Social Work,2.0,6.0,31212.0,31212.0,1.0
10671,3402.0,Flatcoated Retriever,Flat-coated Retriever,9.0,7.0,82545.0,82545.0,1.0
10672,803.0,Blue & Grey,Blue/Grey,28.0,37.0,82545.0,82545.0,1.0
10673,3033.0,DC,DISTRICT OF COLUMBIA,745.0,1098.0,374362.0,374362.0,1.0
10674,3653.0,RHODESIAN RIDGEBACK CROSS,Rhodesian Ridgeback Cross,5.0,13.0,82545.0,82545.0,1.0
10675,,Glen Eira City Council,Moorabool Shire Council,2006.0,7.0,34857.0,34857.0,0.0
10676,,HP1,962,1.0,1217.0,61779.0,61779.0,0.0
10677,,New Zealand,Spain,1419.0,6645.0,129971.0,129971.0,0.0
10678,,Cycle Inspection / Compliance Inspection,Cycle Inspection / Second Compliance Inspection,1444.0,28.0,399918.0,399918.0,0.0
10679,,SubPar,Oth,364.0,4.0,1518.0,1518.0,0.0
10680,511.0,1999 NLG euro / euro,1999 NLG Euro / Euro,1580.0,2063.0,227092.0,227092.0,1.0
10681,,697,006O,2.0,3.0,198900.0,198900.0,0.0
10682,,North Carolina,Louisiana,24.0,24.0,1224.0,1224.0,0.0
10683,926.0,Yellow & White,White/Yellow,7.0,5.0,82545.0,82545.0,1.0
10684,,E_215,E_TCASH2,52.0,52.0,11106.0,11106.0,0.0
10685,,"Integrated household survey (IHS), 2013/14","Expenditure survey/budget survey (ES/BS), 2010/11",2.0,3.0,263.0,263.0,0.0
10686,,Canada,Latvia,223.0,165.0,8406.0,8406.0,0.0
10687,,"Transport, storage and communication (ISIC I)","Mining, Manufacturing, Utilities (ISIC C-E)",9188.0,9234.0,73645.0,73645.0,0.0
10688,,Country_01,Country_02,263.0,132.0,439.0,439.0,0.0
10689,,E,Garage,92.0,13.0,198900.0,198900.0,0.0
10690,,Cambodia,Bolivia (Plurinational State of),368.0,368.0,73646.0,73646.0,0.0
10691,,E_D315,E_IM,52.0,68.0,11106.0,11106.0,0.0
10692,4048.0,Human Resources Assistant,Human Resource Assistant,510.0,3.0,374362.0,374362.0,1.0
10693,,End,Repositioning,292.0,323.0,2314.0,2314.0,0.0
10694,,German,Danish,49.0,5.0,842.0,842.0,0.0
10695,,22,"China, Macao Special Administrative Region",1.0,870.0,100048.0,100048.0,0.0
10696,,"Integrated household survey (IHS), 2011","Core Welfare Indicator Questionnaire Survey (CWIQ), 2012",5.0,1.0,263.0,263.0,0.0
10697,,Austria,Bulgaria,3057.0,77.0,150930.0,150930.0,0.0
10698,,BLDG 449,COM'L,3.0,3.0,198900.0,198900.0,0.0
10699,,construction_f,education_p,14312.0,11792.0,320551.0,320551.0,0.0
10700,,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),9142.0,9234.0,73646.0,73646.0,0.0
10701,,NL,DE,705.0,1.0,108129.0,108129.0,0.0
10702,3854.0,GHA,gha,2059.0,5.0,463231.0,463231.0,1.0
10703,,NC,MN,49255.0,34873.0,619129.0,619129.0,0.0
10704,,Noe Valley,North Beach,7844.0,4054.0,198900.0,198900.0,0.0
10705,,KHR,PEN,29498.0,21401.0,671205.0,671205.0,0.0
10706,,UGANDA,INDIA,4.0,10547.0,374362.0,374362.0,0.0
10707,,Guinea,Morocco,894.0,1355.0,165808.0,165808.0,0.0
10708,,Chad,Bulgaria,1.0,1.0,155.0,155.0,0.0
10709,2738.0,Court Square Theater,Court Theatre,3.0,2.0,21607.0,21607.0,1.0
10710,,MD,FL,26.0,26.0,11106.0,11106.0,0.0
10711,,Drugs,Motor Vehicle Theft,2370.0,3284.0,59853.0,59853.0,0.0
10712,,670,570,1295.0,1011.0,73590.0,73590.0,0.0
10713,,22,12,9.0,30.0,100048.0,100048.0,0.0
10714,,00801-0386,96931-0000,1.0,1.0,1973.0,1973.0,0.0
10715,,ARLINGTON HGHTS,GRESHAM - NORTHEAST GRESH,28.0,4.0,70964.0,70964.0,0.0
10716,,Senior developer,Student,5763.0,10351.0,25090.0,25090.0,0.0
10717,,Montana,Nevada,26.0,84.0,10621.0,10621.0,0.0
10718,,depository_corporations_survey_monetary_survey_capital_and_unclassified_liabilities,balance_of_payments_export_prices,15689.0,10181.0,884244.0,884244.0,0.0
10719,,V,I,9.0,328.0,439.0,439.0,0.0
10720,,20,30,9.0,10.0,61497.0,61497.0,0.0
10721,,X14,Y16a,33.0,9.0,2150.0,2150.0,0.0
10722,,Kenya,United Kingdom,1.0,26.0,2031.0,2031.0,0.0
10723,,Parents & Family,Pets & Animals,7.0,6.0,602.0,602.0,0.0
10724,,00820-5633,00823-6324,1.0,1.0,1973.0,1973.0,0.0
10725,,Sonoma,Oregon Other,9028.0,727.0,129971.0,129971.0,0.0
10726,,Chad,Bulgaria,400.0,414.0,79422.0,79422.0,0.0
10727,,Philippines,Kazakhstan,554.0,2344.0,320551.0,320551.0,0.0
10728,,manx/domestic longhair,scottish fold,2.0,2.0,29421.0,29421.0,0.0
10729,,Haiti,Guatemala,368.0,368.0,72485.0,72485.0,0.0
10730,,MALDIVES,GRENADA,1.0,19.0,374362.0,374362.0,0.0
10731,,North Carolina,Virginia,577.0,485.0,21112.0,21112.0,0.0
10732,,364,921,2.0,1061.0,80256.0,80256.0,0.0
10733,,MER,GAS,1.0,1.0,842.0,842.0,0.0
10734,,Taiwan,Saudi Arabia,716.0,327.0,59228.0,59228.0,0.0
10735,,"1,9",3,1.0,373.0,100048.0,100048.0,0.0
10736,,Groppello,Listán Negro,1.0,1.0,150930.0,150930.0,0.0
10737,,Bermuda;Isle of Man,Canada;United Kingdom,1.0,1.0,2031.0,2031.0,0.0
10738,,Disorderly Conduct,Homicide,3941.0,33.0,82958.0,82958.0,0.0
10739,,MN,IA,15.0,15.0,626.0,626.0,0.0
